Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Charges Per Month,Num Services,Tenure Group,High Value Customer,Auto Payment
-0.15309992,0.0137228705,-0.05911077,-1.8187038,-0.49352625,-0.1408291,0.026632473,-0.34527412,0.045900326,0.0840717,0.075229056,0.015346803,-0.09387297,0.47991198,-0.035509393,-0.25954518,-0.061993722,0.0057285917,-0.18873094,0.018522447,0.056021582,0.05054683,0.22011593,-0.61184824,-0.1590535,0.050374992,-0.14124228,0.009381063,0.103499845
-0.16724293,0.027312025,-0.0028915852,0.29536104,-0.34073925,-0.05308588,-0.020478133,0.09608912,0.12824593,-0.42881665,-0.3964724,-0.12894686,-0.1026999,-0.5358844,0.026835822,-0.1691973,0.055869,0.020797726,-0.20025298,0.033801775,0.053398594,-0.4223517,0.12688619,0.046671145,-0.09111908,0.24216567,0.03503721,0.0071644126,-0.1503465
-0.09532217,0.022155842,-0.13415575,-1.8341914,-0.090774775,-0.06967885,0.00488827,0.046882827,0.08841906,0.004852421,0.056516957,0.043509044,0.096956365,0.4989942,0.051063135,-0.78909904,-0.013857707,-0.018921752,-0.19296521,-0.31766847,0.03410764,0.074385054,-0.0151425535,0.118034296,-0.09264323,-0.106290005,0.14822108,0.010264604,0.091330856
-0.112378605,0.04697916,-0.053251334,0.19989097,-0.35012004,0.29749575,0.074796766,-0.43361244,-0.3448353,0.1515987,-0.47245497,-0.09195606,-0.02260126,-1.7646291,-0.04768031,-0.43967164,-0.36761725,-0.02575878,-0.15825684,0.014447711,-0.22828321,0.059958603,0.09274257,0.11749564,-0.2628917,0.06578499,-0.4343687,0.0043186015,-0.089630775
-0.23955183,-0.1607476,0.0022578621,0.165698,-0.37727568,-0.15651873,-0.031248324,-0.41777194,-0.27157295,0.18611197,0.11273043,0.09686621,0.09715575,0.4704959,0.028254068,-0.43233758,0.045500625,0.014900091,-0.30912372,0.0352736,0.10913572,-0.21317579,0.20270059,0.10864956,-0.18699965,0.14511286,-0.037507486,0.001979522,-0.22936684
-0.28886208,0.021598537,0.044227306,0.2085461,-0.9089186,-0.04582497,-0.03306157,-0.40766862,0.19256988,-0.19514039,-0.25206622,0.18141846,0.07252844,-1.506904,-0.10084279,-0.37134355,-0.10475151,-0.01778198,-0.10714409,0.018531095,0.055348754,-0.34139228,0.0292852,0.11195127,-0.102066875,0.2054746,-0.4473756,0.0037327663,-0.07710518
-0.085492834,0.056920078,0.08795886,-2.2912831,-0.244159,0.3241013,0.03418279,0.057963923,-0.21527135,-0.062182467,-0.45095006,-0.062888846,-0.083993,-0.9494775,0.019163337,-0.18841913,-0.38207838,-0.0049826205,-0.08148964,0.015701111,0.034424327,0.060852915,-0.08462883,0.093948945,-0.1643518,0.050158475,-0.34807655,0.015729783,0.09593121
-0.16126147,0.030206377,0.0020283875,0.18597114,-0.4348317,-0.15228936,0.03673857,-0.65247554,0.12959792,0.1452865,0.10742831,0.035088614,0.07252551,0.48817647,0.0023898063,-0.3309342,9.522421e-05,-0.012853924,-0.35476354,0.028191129,-0.3212941,0.065095805,0.10828234,0.14610377,-0.13095517,-0.12076367,-0.17237917,0.006495844,-0.23217544
-0.09393453,-0.0033799983,0.0020664397,0.12785617,0.51750046,-0.052485332,0.01552425,0.12745196,0.0512932,0.08540582,0.0953252,0.02949022,0.027108701,0.5620205,-0.09435025,-0.65199345,-0.39503437,-0.01640026,-0.37811548,-0.46481693,0.039132793,-0.80768853,0.16048388,-0.06703637,-0.15625012,-0.053821586,0.17844543,0.003672189,-0.29135647
-0.1777065,0.016647441,-0.0005469388,0.22840732,-0.42413622,-0.072399594,0.02561828,0.121088535,-0.20275815,0.19584005,0.14425269,0.1383995,0.087219596,0.61434454,0.06984616,0.065925755,0.016685538,0.0052406355,0.21644558,0.0338264,0.053450458,-0.29493722,0.14079668,0.11139639,-0.0031377827,0.027838083,-0.0419799,0.013810105,-0.23493049
0.06925196,-0.2812607,-0.03047224,0.23628056,-0.17951554,0.6915565,0.008210627,0.1906744,-0.3620961,-0.36189437,0.25227007,-0.11577494,-0.10262919,0.47293842,0.024152713,-0.24633229,0.09279522,-0.006326856,-0.26275206,0.0396439,0.05810582,0.08645841,-0.10787153,0.10367696,-0.09987447,0.07397621,-0.35684994,0.025654119,0.13456076
0.0049222386,0.054322418,0.048216667,-1.868346,-0.4257172,0.34592468,0.059807073,-0.16201608,-0.27240038,0.09747653,-0.35987657,-0.14603491,0.01120323,-1.834015,0.075659476,-0.31176984,0.08847113,-0.014513262,-0.080565944,0.0119687375,-0.3364928,0.049829848,0.05551659,0.09129945,-0.19097877,0.15007183,-0.2826903,0.005530761,-0.10375377
0.10934632,0.06321563,-0.038505346,0.21992859,-0.09358629,-0.07115976,-0.0360261,-0.440405,-0.26935598,-0.24212143,-0.3742751,-0.14499992,-0.1387957,-1.5888854,-0.11172933,-0.3080753,-0.14099972,-0.025243679,-0.16739015,0.018229159,0.0318601,0.04747948,-0.011406263,0.12299238,-0.31837186,0.091040954,-0.43366542,0.022866871,0.06433989
-0.14897412,0.042884324,0.014034127,-1.6275827,-0.2871712,-0.041797873,0.041682478,-0.23677789,-0.24803619,-0.06890609,-0.24074864,0.08082714,0.09817976,-1.662527,0.13151652,-0.23842987,-0.3917332,-0.0088307,-0.05899122,0.011414494,0.053156182,0.0339033,0.09101295,-0.540468,-0.20533387,0.15285623,-0.48496726,0.011047121,0.09001379
-0.053493574,0.005563234,-0.042992383,-1.5237931,0.15184402,-0.07757835,-0.046370056,-0.5023637,0.09352802,0.015847912,0.07410442,0.06272853,0.072275944,0.61505413,-0.14126502,-0.10338635,-0.097870015,0.03205888,-0.104960635,0.04411395,0.025042064,0.038194533,0.152875,-0.5940595,0.22685795,-0.0152348615,0.17729737,0.0070123817,0.078782514
0.08870165,0.027762001,0.04884389,0.37016878,-0.29035202,-0.03643569,-0.064132206,-0.7911975,0.17177185,-0.29146394,0.06042105,-0.08957839,-0.07935282,-0.8514144,0.018308785,0.83197516,-0.31565624,0.018644715,0.15726888,0.017628754,0.05847373,0.055863235,0.13508067,-0.7061759,-0.01287085,0.23451485,-0.16559225,-0.00092421746,0.13734813
-0.15160607,-0.12128898,-0.0051005026,0.19814445,0.260686,-0.07508499,0.036635812,0.110537864,0.13685778,0.10322373,0.14016002,0.004798457,0.059323587,0.6747584,-0.16349997,-0.18333463,-0.15656058,0.011414832,0.1988421,0.054336466,0.051434636,0.039845005,0.1654198,-0.56592643,-0.14858462,-0.13924657,0.23319347,0.009447862,0.12128782
0.12319826,0.040646926,-0.0014572457,0.22305188,-0.16080397,-0.11941484,-0.059393045,0.11980833,0.15739116,0.07214023,0.090115935,0.037235096,0.07874645,0.54389805,0.044322893,-0.41959783,0.03147455,-0.0039428454,-0.30375737,0.06435216,0.069173224,0.00096221716,0.16551557,-0.8004274,-0.13522951,-0.14906281,-0.06268211,0.006254174,0.1099215
0.17131446,-0.017070474,-3.513982e-05,0.17928964,-0.28832626,-0.036018092,0.0021687895,-0.46818563,-0.35225567,0.13966954,-0.4695563,-0.08750946,-0.048896432,0.47687152,-0.0034829355,0.88287383,-0.008432005,0.006537077,0.23058124,0.018901622,0.07946262,0.02721215,0.29736927,-0.6967996,0.0055905324,0.21341541,-0.08865923,0.007555433,0.061212555
-0.16858165,0.039523274,0.10867575,0.21814437,-0.7089272,-0.07209038,-0.057922255,-0.43864453,0.14434275,-0.17918867,-0.3631887,-0.11532741,-0.13378127,-1.6380652,0.0481608,-0.21319933,-0.14590977,-0.017959934,-0.13153675,0.01773085,0.037786342,0.056606773,0.05903291,0.12168719,-0.23684733,0.12857494,-0.39838013,0.038780395,0.0761544
0.061739318,0.01593189,-0.08894163,-1.9815794,0.06675815,-0.054591317,0.017769318,0.04732394,0.065243594,0.06654683,0.0553089,0.06393638,0.052543472,-1.8254083,0.04506071,-0.3384641,0.065311335,0.0021259296,-0.14328678,-0.113758266,0.040367376,-0.4835307,0.13153416,0.03886205,-0.28354296,-0.19594856,-0.31285977,0.007372183,-0.11618774
-0.16091976,0.041132953,-0.03844267,-2.5427637,-0.45379743,-0.07096718,0.011313372,0.035892416,0.07116016,0.052089766,-0.5455639,-0.062328544,0.07611693,0.48008615,-0.07518292,-0.060728244,0.014478889,-0.0007200466,0.097464725,0.020299926,0.04940803,0.069275126,-0.1025383,0.09129976,-0.19167897,-0.02945775,-0.19145155,0.017462663,0.121484466
-0.22899355,-0.13213381,0.060527474,0.26023972,0.24031487,-0.043761574,-0.02668971,0.09694838,-0.23202069,-0.24755053,-0.67712384,-0.06908136,0.11350341,0.5399573,0.04012922,0.30596414,0.23199295,0.003791932,0.27718356,0.03438882,0.033821113,0.060470257,0.21947592,-0.4196041,-0.07354188,0.16014303,0.26765645,-0.060307406,0.11445366
-0.17272703,-0.15069866,0.056444254,0.2877109,-0.030049032,-0.08388113,-0.0925032,0.1268344,0.12811992,0.2069285,0.11305874,-0.10561359,0.05465697,0.6776277,0.04022004,0.08786143,-0.14044416,0.007830023,0.25511456,0.049799662,0.04401247,-0.3389299,0.13786595,0.052967366,-0.14190887,-0.097703695,0.22448207,0.0055411905,-0.21949226
-0.053230606,0.07084325,-0.024140578,0.23869705,-1.2019625,-0.02834846,-0.014004128,-0.59503025,-0.26558965,-0.13780825,-0.35207492,-0.059294168,-0.086126715,-1.9249507,-0.055372003,0.6710171,-0.1430369,0.02835551,0.07144618,0.016631847,-0.016062265,0.05212824,-0.05767129,0.106991224,0.0778741,0.097348586,-0.3453884,0.0011721958,0.052059557
-0.080025405,0.038508248,0.0022956603,0.22025383,0.7053308,-0.080520965,0.010584343,0.120166875,0.12753642,0.04839896,0.15612897,0.04457567,0.09621655,0.75404674,0.06893259,-0.13778955,0.039097305,0.006580659,0.18959196,0.06137778,0.020463515,0.05996548,-0.09827614,0.08983989,0.2772312,-0.05047881,0.2195428,0.007344408,0.11812896
-0.22967637,0.01818208,-0.021514267,0.16526866,-0.7001422,-0.14744398,-0.102173276,-0.52654314,0.11111639,-0.2602569,0.11016957,-0.10243099,0.05669843,0.38506973,-0.03282117,-0.3621579,0.14202853,0.015168283,-0.33207494,0.034622733,0.05208026,0.061424553,0.15815982,-0.81964856,-0.1237621,0.123088725,-0.046146985,0.008189932,0.12035768
0.08152401,0.022152757,0.029059999,0.34156847,-0.17997704,-0.06253122,-0.037561867,0.21326596,0.14952552,0.09934554,0.1914762,-0.056570183,-0.13771531,0.579551,0.033309903,0.4915006,-0.16493833,0.0152772125,0.2829293,0.043777473,0.030622717,0.06936096,-0.13110398,0.14839183,-0.07194761,0.15729043,-0.37337798,-0.0024677743,0.13075788
0.10909694,0.028854216,-0.023871982,0.19212806,0.27027085,-0.06879507,0.0031072793,0.16907549,-0.5459891,0.084987536,0.093735225,0.06292564,0.0915303,0.70983315,-0.17510079,0.01795479,-0.015464577,0.04131316,0.2016139,0.047292896,-0.2268061,0.04407906,0.16802332,0.09779917,-0.25875127,-0.009318867,0.20073876,0.005605348,-0.15704958
-0.109179676,0.06891824,0.06499311,0.4102101,-0.18000232,-0.05963999,0.039864983,0.20236872,0.14626779,-0.23879483,0.13878714,-0.04226867,-0.18485539,-0.8520769,0.039333716,0.44109935,0.19333751,0.016227007,0.19290544,0.025507538,0.04116533,0.09426719,-0.111268766,0.061762422,0.0029234388,0.081082515,-0.17220585,-0.04463386,0.16006659
0.06318831,0.021484641,0.09526644,0.32199103,-0.014028242,-0.056245454,-0.061829813,-0.5013861,-0.20261785,-0.3190493,-0.39955962,-0.106804356,-0.1645494,-0.48382747,-0.109158605,-0.16818944,-0.26380157,-0.018732416,-0.21627529,0.018577227,0.06541725,0.06663032,-0.1679388,0.13478027,-0.20351009,0.1668317,-0.42520687,-0.059728373,0.10886961
0.10418128,0.02828145,-0.01473996,0.20431931,0.078916594,-0.07813555,0.019300662,0.1350625,0.106905356,0.05499467,0.072832264,0.04097944,0.059225213,0.6199215,-0.089131825,-0.5098002,-0.029878628,-0.009238216,-0.41041338,-0.3869821,0.04026588,0.08127595,0.19508982,-0.5667504,-0.11797751,-0.10528711,0.156185,0.00689613,0.11532659
0.076018155,0.00920109,0.04241786,0.20942946,-1.0455371,-0.051504433,-0.06319887,-0.38447127,-0.32356548,0.16469845,-0.3858864,-0.08297751,-0.027949277,-1.8840404,-0.049577698,-0.15724482,-0.08457604,-0.026212538,-0.11583119,0.016474558,-0.25999802,0.037287112,0.080186,0.101203665,-0.25969437,0.17316246,-0.36957726,0.008470218,-0.058915865
0.14777066,0.023950735,-0.055627428,-2.2025533,-0.39286762,0.34777308,0.03524814,0.056768544,0.008050921,0.08724861,-0.19748512,0.04518941,0.04422918,0.49594083,-0.06783279,-0.54642826,-0.14513513,0.021000141,-0.13189346,0.026196452,0.07081109,-0.3671476,0.13954,0.09495456,-0.049681265,-0.13387121,-0.11787659,0.007609019,-0.1932533
-0.17115925,0.044400524,0.003298767,0.20388256,0.14989729,-0.10651606,-0.009865444,0.06556245,0.08071788,0.13588263,0.10160105,0.07493092,0.08269613,0.670771,0.098195046,-0.73246557,-0.027282039,0.028123997,-0.22278334,0.14119364,0.04837569,-0.36073574,0.033009995,0.08794674,0.08698572,-0.096704505,0.18476379,0.0025668084,-0.20677292
0.18717246,0.007033122,-0.025323207,0.32632962,-0.04430251,-0.031753086,-0.0507293,-0.6454706,0.1113639,-0.40845552,0.077425465,0.15643774,0.06347211,-0.7221448,-0.101022415,-0.17880355,-0.04579597,0.014141772,0.08887924,0.017271874,0.08264271,-0.4848536,0.106700554,0.12924781,-0.16096815,0.15573166,-0.44800568,0.0043030893,-0.17341243
-0.15145728,0.05012799,0.041365236,0.21963617,-0.87632596,-0.1579035,0.006663993,0.13113871,0.12402074,-0.14518464,0.11000816,0.030684823,0.045782406,0.45101434,0.0529341,-0.42170915,-0.0014487089,0.017320765,-0.37919945,0.045329284,0.049125485,0.066620834,0.11790032,-0.8952363,-0.0761558,-0.13093558,-0.040788792,0.011169482,0.12185622
-0.10962153,0.032751575,-0.018847756,0.20034759,-0.5059147,-0.06866489,-0.0012651962,0.09334742,0.09780195,0.046784326,0.0798369,0.036980305,0.047691904,-1.9406266,0.024203854,-0.83421373,-0.5024814,0.019892238,-0.32320377,-0.17161216,0.0364095,0.08212768,0.083585516,-0.6211717,-0.4551326,-0.14992984,-0.040276125,0.0063441214,0.115368165
-0.12685399,0.059227224,-0.017868027,0.23985706,-0.16016625,-0.09681394,-0.0032825978,0.11824522,0.14843826,0.08527056,0.12202502,0.009442642,0.10174917,0.608195,-0.16071871,-0.36526436,-0.09389505,0.010361556,0.19639835,0.046646,0.03860236,0.047881313,-0.13716635,0.113705784,-0.24717453,-0.14909191,0.17924304,0.0032816897,0.11140505
0.10484442,0.0057454864,-0.006538089,0.18800764,-0.09700967,-0.060296543,0.046145026,0.15537815,0.09689328,0.03989354,0.06840303,0.0308628,0.011314625,0.5938743,-0.10890941,-0.64385885,-0.2882514,-0.00886271,-0.41215932,-0.44460064,0.03308466,0.07721526,0.20877115,-0.61974895,-0.24406855,-0.07284293,0.1561757,0.00689613,0.097718395
-0.1523832,-0.03655196,-0.11718287,-1.8028517,0.6398524,0.19880916,0.031366654,0.12943602,0.08454902,0.029771116,0.08829353,0.031174306,0.017766917,0.6377349,-0.16507629,-0.9010567,-0.16928451,-0.041379455,-0.18314557,0.0429661,0.015592481,0.07005678,0.10521369,-0.6107034,-0.03994393,-0.091442965,0.17981637,0.007564017,0.09492291
-0.10756765,0.02046057,0.08195224,0.22395292,0.1704153,0.47797135,0.010447347,-0.44567403,-0.2835587,0.073227815,0.12698062,0.035139583,0.094617456,0.61688,-0.23023571,-0.37770477,-0.09165242,-0.00562307,-0.17150906,0.070109844,0.076602064,0.04023397,0.180161,-0.7023799,0.24939838,-0.08747011,0.17404357,0.0070191673,0.11100551
-0.08180497,0.06719664,0.06614075,0.31428877,-0.28166524,-0.09431275,0.015722167,0.12405427,0.092285015,0.09704916,0.14211622,0.030456655,0.13508563,0.6116722,0.051594876,-0.30550462,-0.14036597,0.014226496,0.2713939,0.035011638,0.04829347,0.07807305,-0.12661144,0.15846546,-0.124152586,-0.14247799,-0.20271659,0.009644311,0.1429668
0.15292944,0.050169483,0.06516723,0.2479987,-0.37938616,-0.10041299,0.031113809,0.11757802,0.13589673,0.06698075,0.085201874,0.027652368,0.07357491,0.56108946,-0.0076508247,-0.53219306,0.03431282,0.018857835,-0.44779408,-0.18778737,-0.22549947,0.118928514,0.19780122,0.08620087,-0.03178892,-0.15300193,-0.11179344,0.007714876,-0.20116024
-0.110545866,0.019701222,-0.013573179,-1.9406865,-0.19407113,-0.068866506,-0.034755576,0.052965976,0.093288325,0.0588273,0.055652358,0.029745571,0.06431624,-1.6829621,-0.055068765,-0.48890895,-0.029077739,0.015541995,-0.15494736,-0.10485776,0.03386346,0.050836526,0.13390088,-0.41398045,-0.07955698,-0.09704481,-0.0866818,0.009906022,0.09651516
0.10918802,0.07972296,0.060840536,0.2756661,0.39340097,-0.066712245,-0.005631078,0.13838719,0.116080806,0.07063593,-0.76086044,-0.09273029,0.0745682,0.66988647,0.02857834,0.12390536,-0.10835564,0.0075247716,0.18002285,0.05458554,0.045681056,0.0565719,-0.15209281,0.07601915,-0.30699015,-0.001029509,0.20425561,0.002925339,0.0890515
-0.12763807,0.022787387,-0.033827934,0.27534646,-0.24063581,-0.08671819,0.03400802,-0.54170966,-0.2382778,0.09401022,0.061632745,0.03393822,0.12700512,-0.7223777,-0.07196793,-0.2521868,-0.08569605,-0.00618168,-0.14827353,0.017722147,0.10294597,0.038563102,0.20430435,-0.635143,-0.1553225,-0.02103275,-0.04912169,0.005707163,0.103151925
-0.104628965,0.012841217,-0.02236532,-1.5069463,0.117185526,-0.040932056,-0.00914128,0.07464983,0.07050332,0.054561388,0.06219288,0.04876363,0.045788348,-2.0115106,-0.02408426,-0.70251673,-0.12751476,-0.0008335796,-0.12029384,-0.19104542,0.012871233,-0.5132922,0.06691713,0.052847255,-0.14441468,-0.117766805,0.14526595,0.007314494,-0.06210023
0.11296552,0.010889056,0.034911748,-1.8592571,0.14655325,0.30022505,-0.0026826519,-0.2550809,0.07156424,0.043403167,-0.37633008,0.033789508,0.04201979,0.56662565,-0.04272855,-0.4522935,-0.03533716,0.004662152,-0.10616485,0.03789513,0.05698394,0.027427113,0.13993175,-0.6538508,0.11286357,-0.063086346,0.14850567,0.006794867,0.10178832
0.05832061,0.034613017,-0.07054999,-2.5646532,-0.24614622,-0.041115206,0.042854976,-0.46247718,0.10302359,-0.205228,0.0677412,-0.077480346,-0.07486707,-1.1927601,-0.022316864,0.6052207,-0.16448218,0.012142116,0.09009176,0.013013663,-0.109665364,0.05939536,0.11597331,0.06727123,0.0886955,0.106011905,-0.14259642,-0.0026257343,-0.11819888
-0.15225938,0.03472553,0.028224628,0.32266152,-0.34714082,-0.09178046,0.096442565,-0.65623635,0.09293692,0.10396912,0.092838496,-0.09938212,0.037530076,-0.4484369,-0.043694228,-0.31055194,-0.28920835,-0.0074148006,-0.1782726,0.01839883,0.0696775,0.06390711,0.12931004,-0.8164137,-0.15432432,-0.05611644,-0.63450736,0.00047544553,0.13180356
0.081401415,0.023645064,0.077510536,0.24738953,-0.9942711,-0.08589371,-0.07203732,0.16556309,0.1684326,-0.2146248,0.11879317,-0.08811505,-0.056882154,-1.9784129,0.015226386,-0.11913974,-0.11508278,-0.01991866,-0.1890137,0.027488947,-0.17237622,0.08335982,0.03888022,0.09556315,-0.22620496,0.10730837,-0.39221177,0.011016577,-0.11034521
0.0505114,0.005930183,-0.043618396,-1.7461545,-1.0467788,-0.07129353,-0.095332734,0.07186331,0.05845573,0.03577259,0.07599105,0.01982944,0.034711387,-1.8815329,0.0059034196,-0.5232013,-0.3590159,0.017776549,-0.11462992,-0.10710609,-0.18286741,0.046248205,0.074066184,0.087122835,-0.2165167,-0.16204354,-0.3442061,0.00801017,-0.10360125
-0.27573195,0.004400296,0.0039636535,0.24191116,-0.41451958,-0.059678786,-0.053242866,-0.6646588,0.12676594,0.22401439,0.1396831,-0.14581409,0.026644371,0.53740954,-0.012603632,-0.07571083,-0.31385076,0.014843794,0.2014841,0.0264887,0.04773904,-0.44617498,0.114062764,0.122790955,-0.19847785,0.13178337,-0.18838057,-0.0034791827,-0.26061827
-0.040863723,0.07631304,-0.08033208,-2.9040585,-0.19372833,-0.026434422,0.026352528,0.07210671,-0.12169365,-0.19815919,-0.25683987,-0.06576988,-0.022800872,-1.0414661,0.055895537,0.798636,-0.12571156,0.004250927,0.075763255,0.014978826,0.036236502,-0.28276482,0.0522285,0.0962164,0.26821622,0.17423934,-0.31215087,-0.004228437,-0.1151799
0.10476975,0.025896067,-0.013382657,0.19417742,-0.25596172,-0.08919825,0.0174386,0.115730956,0.07743794,0.0476863,0.06390079,0.037309203,0.052141212,0.5821676,-0.019266691,-0.97255474,-0.150255,-0.016071193,-0.40956554,-0.37378803,0.04561398,0.09000377,0.18189862,-0.73072135,-0.35534266,-0.1327948,0.15773642,0.006004021,0.12905364
-0.08107284,0.035750758,-0.015748875,0.23187469,-0.34540448,-0.08599926,-0.14602432,0.07928874,0.07795827,0.060039163,0.09906879,0.030769965,0.054534994,-1.9645612,-0.004561365,-0.8096273,-0.5172594,0.021769334,-0.24999261,-0.14425038,-0.21357578,0.079583265,0.07588663,0.119477555,-0.3096762,-0.16889991,-0.42627892,0.0067497957,-0.15081094
-0.11555878,0.052864257,-0.04781711,0.21010429,-0.0044643674,-0.057017516,-0.08188557,0.12500182,-0.28976983,-0.20408088,-0.3603811,0.09245592,-0.06535672,-1.6854665,0.010527541,-0.29622242,-0.3743607,-0.02773745,-0.22058783,0.020220166,-0.14717561,0.08241942,0.10104592,0.10107305,-0.27109906,0.13781345,-0.40662888,0.008796411,-0.1121578
0.09338395,0.015976314,0.16491085,-1.5975015,-0.43527564,-0.047248688,-0.044105753,0.05089378,0.038074147,0.10436201,0.06462947,0.042014524,0.04743932,-2.0510185,-0.038049232,-0.6349948,-0.30777064,0.0152525455,-0.14681807,-0.12228333,0.05661287,-0.24713676,0.092173755,0.10076926,-0.2219836,-0.13255599,-0.35346228,0.004525125,-0.13474917
-0.16847506,0.044033088,-0.01797035,0.3504591,-0.15273972,-0.08350374,0.1205923,0.24740084,0.07099328,-0.29892734,-0.25947326,0.04811228,-0.22862831,-0.28580585,0.058676656,-0.2224712,0.5969831,-0.0032220639,-0.1914026,0.025512053,0.08131327,0.061947566,0.17572048,-0.44979933,-0.10392968,0.18651965,-0.11060152,0.012851553,0.14272037
0.12061379,-0.13217416,-0.012198773,0.21269377,-0.11831706,-0.038719725,-0.0025101146,-0.63285255,-0.2717466,-0.43175203,0.048841137,-0.12374363,-0.09906824,0.37214193,0.0583282,0.4968474,-0.23353353,0.013979751,0.19881469,0.022789642,0.04449343,-0.27544338,0.16243184,0.11717622,0.10981302,0.09536663,-0.50231194,0.012174555,-0.2669327
-0.16198958,0.024451936,0.08300084,0.26747584,0.0076692402,-0.07634875,-0.002425431,-0.7711569,0.14611222,0.1394011,0.13871732,0.031326327,-0.17855725,0.5791983,-0.08720887,0.018062063,-0.016383108,0.010469888,0.19669613,0.025607882,0.042727113,0.062110845,-0.22361465,0.0623762,-0.19888014,-0.004965134,-0.008887625,0.0032552413,0.111832686
0.08073352,0.06086926,-0.031903353,0.37606788,-0.2823334,-0.046062194,-0.12634808,0.18237886,0.19644354,0.17565937,0.21145453,-0.05367183,-0.03251359,-0.9216157,0.029230736,0.43483272,-0.06839836,0.022823028,0.13894844,0.024941348,-0.22447208,0.04929783,0.119381994,0.12656121,-0.021744061,0.15192649,-0.32137966,-0.0062933504,-0.16001445
-0.21062367,0.038791433,0.016955923,0.25020713,0.0029912195,-0.092976354,-0.020316323,0.11973415,0.085659884,0.16492625,0.12475088,0.060769502,0.052877918,0.5977097,0.053826716,-0.3949677,0.06271856,0.002125973,0.19685805,0.04995861,0.051396392,-0.35953417,0.12581626,0.09304228,-0.29422835,-0.1579469,-0.024428891,0.004174497,-0.25423127
0.084881626,0.06127484,-0.06971909,0.20139796,-0.28295135,0.24320257,0.057407197,-0.45059347,-0.38354662,-0.2596136,-0.5074313,-0.105615996,-0.05997495,-1.7299391,-0.081573546,-0.44234616,-0.33196235,-0.019659774,-0.15571052,0.014288265,-0.22491093,0.058524564,0.05885115,0.11141739,-0.25467554,0.07074126,-0.47660014,0.0076113916,-0.09755638
0.13017479,0.043589253,0.010735321,0.31448376,-0.12815996,-0.10495414,0.072751254,0.123665184,-0.19108433,0.15189968,0.04898941,-0.23710726,0.08903098,-0.8959872,0.03303732,-0.18681173,0.036692403,-0.0072965985,-0.21854769,0.027964076,0.12699185,-0.3324064,0.18777142,0.053703707,-0.09272136,-0.013017083,-0.11273598,0.0057577835,-0.15115471
-0.23287232,0.022320196,-0.012626638,0.1725689,0.6135192,-0.05281067,-0.074928336,0.12854373,0.08946233,-0.16209808,-0.8816842,0.06311563,0.096010424,0.5863745,-0.18546236,-0.15994985,-0.06258273,-0.0071772095,-0.23489237,0.068434365,0.036265288,0.05688146,0.14069793,-0.59070766,0.11261485,-0.031877093,0.21319692,0.010393575,0.12171593
0.12652896,0.035893083,-0.07308632,0.2801687,-0.066660024,0.23644418,0.03561641,-0.4137937,-0.177051,-0.19348817,-0.3446527,0.045995913,0.08925089,-0.77751005,-0.0838974,-0.31310597,-0.19419299,-0.0062781074,-0.0987284,0.026148641,0.11401025,0.018202856,0.1821189,-0.58309406,-0.10948732,0.088896215,0.004795497,0.008939285,0.09689074
0.09145018,-0.16305463,-0.016914392,0.22241645,0.27988052,-0.065935425,0.03173797,0.15540937,0.12091267,-0.22623391,0.12479727,-0.17276864,0.06431504,0.7108516,0.05869009,0.1589824,-0.040666953,0.007957611,0.21782048,0.07214721,0.016236784,0.0742561,-0.13273121,0.07613709,-0.13043018,0.09138193,0.18811896,0.011922045,0.10263491
0.079737246,0.020310437,-0.005799152,0.20877534,0.5606082,-0.10457931,0.04151894,0.18270302,0.1407843,0.03541753,0.09735024,0.032221556,0.06690767,0.68352735,-0.20510618,-0.50216794,-0.15937206,-0.00037574337,-0.27258393,0.10542969,0.0361178,0.064520106,-0.07344274,0.109605595,-0.043763284,-0.07883034,0.21160533,0.007145513,0.106761105
0.1438366,0.02620316,-0.11076105,-2.13713,-0.09182272,-0.09187366,-0.01451929,0.07716974,0.07563392,-0.18212013,0.043598082,-0.18944739,0.08390107,0.51753104,-0.019637797,-0.30238917,-0.13275716,-0.0038461376,-0.1432379,0.03828525,0.047464672,-0.41205427,0.08682878,0.03255642,-0.23586047,0.0115958415,0.17453212,0.005074446,-0.18807729
0.09998764,0.0017549982,-0.060147554,-1.7719666,-0.04488321,0.2721839,-0.014152493,-0.47883934,0.06733516,0.05820075,0.038205814,0.06218221,0.02675284,0.5871728,-0.13506581,-0.5262671,-0.174583,0.019884458,-0.1007086,0.05699255,0.026995385,-0.35908756,0.112000264,0.094406664,-0.27890575,-0.12075608,0.1403798,0.004400716,-0.14790748
-0.032905106,0.048782986,0.0104214875,0.21672408,0.20193532,0.6386389,0.0034818908,0.15086657,0.17336217,-0.124652736,0.16544202,-0.10476109,-0.112474784,0.68736875,0.13683213,-0.2054981,0.015543599,0.013841109,-0.19735017,0.1328712,0.028174048,0.100945085,-0.04471591,0.11785301,0.13614826,-0.044697892,0.19830672,0.011543088,0.11595931
