Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Charges Per Month,Num Services,Tenure Group,High Value Customer,Auto Payment,Churn Probability,SHAP Magnitude,Actual Churn,Risk Tier
1,0,1,0,1.6113072651077522,1,1,1,0,1,1,0,0,2,1,0.054814693303524,1.1138877031962997,1,0,0,0,1,0,0,0.2207776787065786,5,3,0,1,0.0152,0.2225,0,Low
1,0,1,1,1.5297851402675715,0,0,0,1,1,1,1,1,1,0,-0.1497294492863094,0.8170151124429441,1,0,0,0,0,1,0,-0.0293502318126834,5,3,0,0,0.0085,0.2292,0,Low
1,0,0,0,0.5107585797653155,1,0,1,0,0,0,0,0,0,1,-0.4640289854609317,0.0051707107862545,1,0,0,1,0,0,0,-0.302455771907206,2,2,0,1,0.1832,0.1609,0,Low
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-1.5150200270607266,-1.0003975051070206,0,0,1,0,1,0,0,-1.6259672354421997,1,0,0,1,0.1807,0.1914,0,Low
1,1,0,0,-0.5897901055771212,1,1,0,1,0,0,0,0,0,1,0.5221065962933062,-0.386115216898618,0,1,0,0,1,0,0,0.4961809817586272,3,1,0,1,0.7041,0.1303,0,High
0,1,0,0,0.9998913288063984,0,0,0,1,1,0,1,1,0,1,-0.327666223734376,0.3561324375573855,1,0,0,0,0,1,0,-0.1915066462438061,4,3,0,0,0.5097,0.175,0,Medium
0,0,1,1,1.2036966409068497,0,0,1,1,0,1,1,0,2,0,-0.5371992478507907,0.3184112211665222,1,0,0,1,0,0,0,-0.3753276828458887,4,3,0,1,0.0052,0.26,0,Low
0,0,0,0,1.4482630154273912,1,1,1,1,1,1,1,1,2,1,0.7748765936400926,1.7036842895369484,1,0,0,0,0,1,0,0.9823219732009204,8,3,0,0,0.0152,0.1981,0,Low
1,0,1,1,1.3667408905872107,1,0,1,1,1,1,0,0,2,0,0.0331962066883382,0.7986398064466933,1,0,0,0,0,0,1,0.0645297975948086,5,3,0,0,0.0035,0.2532,0,Low
1,0,1,1,-1.2419671042985652,1,1,1,0,0,0,0,0,0,0,-0.2711255664331211,-0.9588159303135836,1,0,0,0,0,0,1,-0.7002970154102844,3,0,0,0,0.1919,0.1785,1,Low
0,0,1,0,0.0216258307242325,1,1,1,0,1,0,1,1,1,1,1.2920573118956875,0.5206719422705134,0,1,0,0,0,0,1,1.4044538536835598,6,2,1,0,0.2193,0.2113,1,Low
1,1,0,0,-1.038161792198114,1,1,0,0,0,0,0,0,0,0,0.2959439670882871,-0.7684009947077758,0,1,0,0,0,0,1,0.2939778414963366,2,0,0,0,0.7094,0.149,1,High
0,0,0,0,-0.712073292837392,1,1,0,0,0,0,0,0,0,1,-0.53387332683307,-0.6912158858471733,1,0,0,0,0,0,1,-0.465268690040479,2,1,0,0,0.439,0.1446,0,Medium
0,1,0,0,-0.5490290431570309,1,0,1,1,0,1,1,1,0,1,1.335294285126059,-0.1233461352331427,0,1,0,0,0,0,1,1.351605305660461,6,1,1,0,0.5566,0.185,0,Medium
1,0,1,0,1.570546202687662,1,1,1,0,1,1,1,1,2,0,0.6102435032629094,1.6938238312172318,1,0,0,0,0,1,0,0.850036477217636,7,3,0,0,0.0192,0.2109,0,Low
0,0,1,1,0.918369203966218,1,0,0,0,0,0,0,0,2,0,-1.5116941060430058,-0.531110278499287,0,0,1,0,1,0,0,-1.3078911917503822,1,3,0,1,0.006,0.2339,0,Low
1,0,1,1,-0.3044626686364894,1,0,0,0,0,1,1,0,0,0,0.700043370741373,-0.0387270790487266,0,1,0,0,0,1,0,0.8336238846638786,3,2,0,0,0.0361,0.1992,0,Low
1,1,1,0,-0.9158786049378432,1,0,0,1,1,1,1,0,0,1,0.9195541579109504,-0.596802548915656,0,1,0,0,0,0,1,0.8447844476004337,5,0,1,0,0.699,0.1818,1,High
1,1,1,0,-0.9974007297780236,1,0,0,0,0,0,1,0,0,1,0.5187806752755855,-0.7515036544999388,0,1,0,0,1,0,0,0.1853264787904628,2,0,0,1,0.7262,0.1424,1,High
1,0,0,0,1.6113072651077522,1,1,1,1,1,1,1,1,2,1,1.774315859465214,2.7619519124230725,0,1,0,0,0,1,0,1.900442400658107,8,3,1,0,0.0202,0.236,0,Low
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.1645700868883126,-0.9781177223264522,0,1,0,0,0,1,0,-0.797131311477453,1,0,0,0,0.9538,0.1355,1,High
1,0,0,0,-0.5897901055771212,1,1,1,0,1,0,1,0,0,0,0.1545923238351501,-0.4797564821496206,1,0,0,0,0,0,1,0.1295236641076879,5,1,0,0,0.0951,0.1851,0,Low
0,0,1,0,0.6738028294456765,1,1,0,0,0,0,1,1,0,1,1.022657709460297,1.1014904379263195,0,1,0,0,0,1,0,1.1976551875062171,4,3,1,0,0.8682,0.1493,1,High
0,0,0,0,-1.1604449794583849,1,1,0,1,0,0,0,0,0,0,0.4356326498325638,-0.8741086373656803,0,1,0,1,0,0,0,0.063216790190508,3,0,0,1,0.7597,0.1421,1,High
1,0,1,0,-0.0598962941159479,1,0,0,0,1,0,1,1,1,1,0.9627911311413214,0.2880798337177287,0,1,0,0,0,1,0,1.0729194840976612,4,2,1,0,0.6031,0.1523,0,High
0,0,1,0,0.918369203966218,1,1,1,1,1,1,1,1,1,1,0.84139501399451,1.160366418363287,1,0,0,0,0,1,0,0.939320980710076,8,3,1,0,0.0528,0.1726,0,Low
0,0,0,0,-1.038161792198114,1,0,0,0,0,0,0,0,0,0,-1.5150200270607266,-0.944962758446062,0,0,1,0,0,0,1,-1.34793791758155,1,0,0,0,0.4487,0.153,0,Medium
0,0,1,0,1.6113072651077522,1,1,1,1,0,1,1,1,2,1,0.7166729758299774,1.6641983378763372,1,0,0,1,0,0,0,0.7817600921940054,7,3,0,1,0.0088,0.2258,0,Low
0,0,1,1,0.6330417670255862,0,0,0,0,0,1,0,0,0,1,-1.1757760832531978,-0.3810857213798363,1,0,0,0,1,0,0,-0.9894868962074892,1,2,0,1,0.0494,0.2157,0,Low
1,0,0,0,-1.1604449794583849,1,0,0,0,0,0,0,0,0,1,-0.6669101675419048,-0.931175764151156,1,0,0,0,1,0,0,-0.7859707485408978,1,0,0,1,0.5946,0.1469,0,Medium
0,0,0,0,0.918369203966218,1,1,1,0,1,0,0,0,1,1,0.6451656739489785,1.0160551916796454,0,1,0,0,1,0,0,0.7476218996821898,4,3,0,1,0.1192,0.1741,0,Low
1,0,1,0,-0.5897901055771212,1,0,0,0,1,0,0,0,0,1,-0.5089289192001635,-0.6213985467377685,1,0,0,0,0,0,1,-0.4252219642093111,2,1,0,0,0.1692,0.1713,1,Low
1,0,0,0,-0.5082679807369407,1,0,0,0,0,0,0,0,2,1,-1.501716342989843,-0.8238798597504782,0,0,1,0,0,0,1,-1.2872113251326478,1,1,0,0,0.0086,0.2326,0,Low
1,0,0,0,-0.8751175425177529,1,0,0,0,0,0,0,0,0,0,0.1778737709591963,-0.6735905923405652,0,1,0,0,0,1,0,0.136416952980266,1,0,0,0,0.6624,0.131,0,High
0,0,0,0,-1.2419671042985652,1,0,0,0,0,0,0,0,0,0,-1.5150200270607266,-0.989323791289352,0,0,1,0,0,0,1,-1.4569175321384986,1,0,0,0,0.251,0.1699,0,Low
1,0,0,1,-1.2827281667186554,0,0,0,0,0,0,0,0,0,0,-1.3520498971924038,-0.9982357044015794,1,0,0,0,0,0,1,-1.5455455319287883,0,0,0,0,0.1286,0.2316,0,Low
1,0,1,0,-1.038161792198114,0,0,1,1,0,0,0,0,0,0,-1.0194577954203168,-0.8957045852292213,1,0,0,0,0,0,1,-0.8896983334806444,2,0,0,0,0.5817,0.1843,0,Medium
1,0,1,0,-0.1414184189561284,1,0,0,0,0,0,0,0,0,1,0.196166336556661,-0.1376625501089733,0,1,0,0,0,1,0,0.2181516638979775,1,2,0,0,0.7308,0.1381,1,High
0,0,1,0,0.1846700804045935,1,0,0,0,0,0,0,0,0,0,-1.5083681850252848,-0.6536711429832848,0,0,1,1,0,0,0,-1.2471645993014795,1,2,0,1,0.4239,0.1537,0,Medium
1,0,1,1,-0.0598962941159479,1,1,0,0,0,0,0,0,2,0,-1.3004981214177305,-0.6755538603281599,0,0,1,0,0,0,1,-1.1677276513412942,2,2,0,0,0.0078,0.2162,0,Low
0,0,1,0,-1.1196839170382944,1,0,0,0,0,1,1,0,0,1,0.6950544892147915,-0.801136833961601,0,1,0,0,0,1,0,0.6337185073591138,3,0,0,0,0.795,0.1501,1,High
1,0,0,0,-0.6305511679972114,1,0,1,1,0,0,0,0,1,0,-0.2910810925394463,-0.5911333368615905,1,0,0,0,0,0,1,-0.2157972832233671,3,1,0,0,0.0909,0.1565,0,Low
1,0,1,1,-1.1604449794583849,1,0,0,0,0,0,0,0,2,0,-1.5067052245164243,-0.9785589061438892,0,0,1,0,1,0,0,-1.4910557246503142,1,0,0,1,0.0071,0.2231,0,Low
0,0,1,1,-1.038161792198114,0,0,1,0,0,1,0,0,0,0,-1.0044911508405732,-0.9001164234035913,1,0,0,0,0,0,1,-0.9310580667161128,2,0,0,0,0.1353,0.2016,0,Low
0,0,1,1,0.6330417670255862,1,0,1,0,1,0,1,1,1,1,1.159020471186853,1.186947743363866,0,1,0,1,0,0,0,1.391652031491629,5,2,1,1,0.0173,0.24,0,Low
1,0,1,0,1.1221745160666692,1,0,1,0,0,0,1,0,1,1,-0.1680220148837743,0.5622093986822067,1,0,0,0,0,0,1,-0.026395965153007,3,3,0,0,0.0443,0.19,0,Low
0,0,1,0,1.6113072651077522,1,1,0,0,1,0,1,1,2,1,0.3973845581287735,1.4036792936797906,1,0,0,1,0,0,0,0.5162043446742112,5,3,0,1,0.0271,0.2102,0,Low
0,0,1,1,1.6113072651077522,1,1,0,0,0,0,0,0,2,0,-1.3437350946481017,-0.2548850904019834,0,0,1,1,0,0,0,-1.1742926883627969,2,3,0,1,0.0016,0.2617,0,Low
1,0,0,0,0.5515196421854057,1,1,1,0,0,0,1,0,0,1,0.8081358038173013,0.8641556033360873,0,1,0,0,1,0,0,1.0223686990320884,4,2,0,1,0.2393,0.1751,0,Low
1,0,1,1,1.4482630154273912,1,0,0,1,1,1,1,1,1,0,1.3602386927589656,2.2216561503988546,0,1,0,0,1,0,0,1.540678371879746,6,3,1,1,0.0172,0.2601,0,Low
0,0,0,0,-0.9158786049378432,1,0,0,0,0,0,0,0,0,1,-1.4734460143392158,-0.9262565645867332,0,0,1,0,0,0,1,-1.383717369348741,1,0,0,0,0.1683,0.1879,0,Low
1,0,1,0,1.1629355784867594,1,1,0,0,0,0,0,0,2,0,-1.310475884470893,-0.3301069312749913,0,0,1,1,0,0,0,-1.128009177361201,2,3,0,1,0.0093,0.2278,0,Low
1,0,0,0,0.8368470791260375,1,1,0,1,1,1,0,1,2,1,0.3009328486148686,0.7374034925864381,1,0,0,1,0,0,0,0.4633557966511125,6,3,0,1,0.0212,0.1969,0,Low
0,0,0,1,1.1629355784867594,1,1,0,0,0,0,0,0,2,1,-1.325442529050637,-0.3478645799268305,0,0,1,0,1,0,0,-1.149345547681086,2,3,0,1,0.0036,0.2554,0,Low
1,0,0,0,0.2254311428246837,1,0,0,0,1,1,0,1,1,1,-0.0848739894407525,0.0299873005170855,1,0,0,0,0,0,1,0.0392544050620224,4,2,0,0,0.4108,0.1655,1,Medium
0,1,0,0,0.7960860167059473,1,1,1,1,1,0,1,1,0,0,1.4383978366754058,1.567292312376301,0,1,0,0,1,0,0,1.673948623416256,7,3,1,1,0.2568,0.1803,0,Low
1,0,1,0,-0.7935954176775724,1,0,1,0,0,0,0,1,0,0,0.6385138319135366,-0.525683717544812,0,1,0,0,0,1,0,0.6255122110822351,3,1,0,0,0.5529,0.1269,1,Medium
0,0,0,0,1.2036966409068497,1,1,0,0,0,0,1,1,1,1,0.9694429731767632,1.5310711209647234,0,1,0,1,0,0,0,1.0568351433949787,4,3,1,1,0.5193,0.1613,0,Medium
1,0,0,0,-0.6713122304173017,1,0,0,0,0,0,0,0,0,1,0.1695589684148941,-0.4770652608632549,0,1,0,0,1,0,0,0.3849036042441522,1,1,0,1,0.5838,0.1367,0,Medium
0,0,0,0,1.3667408905872107,0,0,1,1,1,1,1,1,2,1,-0.0782221474053107,0.8160003896628389,1,0,0,1,0,0,0,0.0838966568082424,6,3,0,1,0.0069,0.2381,0,Low
0,0,0,0,0.266192205244774,1,0,0,1,0,0,1,0,1,1,-0.2079330670964246,-0.0274989508949551,1,0,0,0,1,0,0,-0.1173217279008229,3,2,0,1,0.2275,0.1424,0,Low
1,0,0,0,-1.2827281667186554,1,1,0,0,1,1,0,0,0,0,-0.0931887919850547,-0.981536896911589,1,0,0,0,0,0,1,-0.92449302969461,4,0,0,0,0.4588,0.1801,1,Medium
0,0,0,0,-0.712073292837392,0,0,1,1,1,1,0,0,1,0,-0.6303250363469752,-0.7029734345818692,1,0,0,0,0,0,1,-0.5200867491700285,4,1,0,0,0.1138,0.1664,0,Low
0,1,0,0,-1.1604449794583849,1,1,0,0,1,0,1,0,0,1,0.8097987643261616,-0.8561745151868664,0,1,0,0,0,1,0,0.3300855451146026,4,0,0,0,0.8723,0.132,1,High
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-0.7001693777191135,-0.9895885015798142,1,0,0,0,0,1,0,-1.2238587178751443,1,0,0,0,0.7921,0.1461,0,High
0,0,1,1,-0.8343564800976626,1,0,0,0,1,0,1,0,0,1,-0.2162478696407268,-0.6821936767805866,1,0,0,0,1,0,0,-0.0726794761546029,3,0,0,1,0.0522,0.1938,0,Low
0,0,1,1,-1.201206041878475,0,0,1,0,0,0,0,0,0,0,-1.169124241217756,-0.9684557967245822,1,0,0,0,1,0,0,-1.1903770290654792,1,0,0,1,0.0723,0.2028,1,Low
1,0,0,0,-1.2419671042985652,0,0,0,0,1,0,1,1,0,1,-0.518906682253326,-0.969051394878122,1,0,0,0,0,1,0,-0.9540356962913732,3,0,0,0,0.9191,0.1439,1,High
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,-0.698506417210253,-0.9895664423889424,1,0,0,1,0,0,0,-1.223202214172994,1,0,0,1,0.7384,0.1541,0,High
0,0,1,1,0.0216258307242325,1,0,0,0,0,0,0,0,2,0,-1.4884126589189597,-0.7131647807646638,0,0,1,0,0,0,1,-1.2954176214095263,1,2,0,0,0.0052,0.2379,0,Low
1,0,1,0,1.6113072651077522,1,0,0,0,1,0,1,1,0,1,0.9910614597919492,1.967909277799966,0,1,0,0,0,1,0,1.0913015877578696,4,3,1,0,0.4829,0.175,0,Medium
0,0,1,0,1.6113072651077522,1,1,0,1,0,0,1,1,2,1,1.0925020508324357,2.0218881178633823,0,1,0,0,1,0,0,1.146447898738494,5,3,1,1,0.039,0.2386,0,Low
1,0,1,1,1.5297851402675715,1,1,1,0,1,0,1,0,2,0,0.1362997582376854,1.1346674609975818,1,0,0,0,1,0,0,0.3034971451775161,5,3,0,1,0.0069,0.2248,0,Low
1,0,0,0,-0.8343564800976626,1,0,0,0,1,0,1,1,1,0,1.025983630478018,-0.4865507129381504,0,1,0,0,0,1,0,1.0469875878627244,4,0,1,0,0.5699,0.1494,0,Medium
0,0,0,0,0.1439090179845032,1,0,1,1,1,1,1,0,1,1,0.3824179135490295,0.140967089793362,1,0,0,0,0,0,1,0.3694757672436203,6,2,0,0,0.1888,0.165,0,Low
0,0,0,0,-0.0191352316958577,1,0,0,0,0,0,0,0,0,0,-1.4950645009544017,-0.7435182274043293,0,0,1,1,0,0,0,-1.3443271472197234,1,2,0,1,0.2342,0.1754,0,Low
1,0,0,0,0.266192205244774,1,0,0,0,0,0,0,0,1,0,-1.4950645009544017,-0.6598697756182745,0,0,1,0,0,0,1,-1.2934481103030755,1,2,0,0,0.0444,0.1914,0,Low
0,1,1,0,1.24445770332694,1,1,0,1,1,0,1,1,0,1,1.285405469860246,1.8496940739177223,0,1,0,0,0,1,0,1.3804914685550738,6,3,1,0,0.7074,0.1897,0,High
1,0,0,0,0.3069532676648642,1,0,0,0,0,1,0,0,0,1,-0.4573771434254898,-0.0855587412696639,1,0,0,0,0,1,0,-0.2670045719910902,2,2,0,0,0.3742,0.1436,0,Medium
0,1,0,0,1.2852187657470302,1,0,1,1,0,1,1,0,2,1,0.1778737709591963,0.9680323331516282,1,0,0,0,1,0,0,0.3202379895823483,5,3,0,1,0.0113,0.2225,1,Low
0,0,0,0,-0.1821794813762187,1,0,1,1,0,0,0,0,0,0,-0.292744053048307,-0.3371438131631113,1,0,0,0,0,1,0,-0.2190798017341186,3,2,0,0,0.3594,0.1402,0,Medium
1,0,0,0,1.2852187657470302,1,0,0,0,0,0,0,0,2,0,-1.5067052245164243,-0.461778241589063,0,0,1,0,0,0,1,-1.316425739878336,1,3,0,0,0.0249,0.2097,0,Low
1,0,0,0,0.5107585797653155,1,0,0,0,0,0,0,0,1,0,-1.5299866716404704,-0.6262736279204473,0,0,1,1,0,0,0,-1.3239755324530642,1,2,0,1,0.0594,0.1727,0,Low
0,0,0,0,0.592280704605496,1,1,0,1,1,0,1,1,0,1,1.3801942188652905,1.1304320963501868,0,1,0,0,0,1,0,1.3732699278314209,6,2,1,0,0.7992,0.1692,0,High
0,0,1,0,1.1221745160666692,1,1,0,1,0,0,1,1,0,1,1.1623463922045736,1.631903682439949,0,1,0,0,0,1,0,1.278405142870703,5,3,1,0,0.8678,0.1777,0,High
0,1,0,0,-1.201206041878475,1,0,0,0,1,0,0,0,0,0,0.2992698881060078,-0.9222638510389284,0,1,0,0,0,1,0,-0.3310136829507437,2,0,0,0,0.7574,0.1184,0,High
0,0,0,0,-1.1196839170382944,1,0,1,0,0,1,0,0,0,0,-0.3542735918761429,-0.8729174410586004,1,0,0,0,0,1,0,-0.2561722609056101,3,0,0,0,0.3705,0.1503,1,Medium
1,0,0,1,-1.2827281667186554,1,0,0,0,1,0,0,0,0,1,-0.4989511561470007,-0.9869193394843204,1,0,0,0,0,1,0,-1.12472665885045,2,0,0,0,0.8538,0.1817,0,High
0,0,0,0,1.081413453646579,1,1,0,0,0,0,0,0,2,0,-1.3437350946481017,-0.3501807949683747,0,0,1,0,0,1,0,-1.1260396662547505,2,3,0,0,0.0334,0.2022,0,Low
0,0,0,0,-0.1006573565360382,1,0,1,1,1,1,1,1,1,0,0.6817508051439078,0.1074591788590221,1,0,0,1,0,0,0,0.7367895885967101,7,2,0,1,0.0646,0.176,1,Low
0,1,0,0,-0.1414184189561284,1,1,0,0,0,1,1,1,0,0,1.124098300500784,0.254086620584208,0,1,0,0,0,1,0,1.1894488912293384,5,2,1,0,0.6547,0.1764,1,High
1,1,0,0,-1.201206041878475,0,0,0,0,1,0,0,1,0,1,-0.7883062846887166,-0.9505878521183836,1,0,0,0,0,1,0,-0.8578579039263552,2,0,0,0,0.9274,0.1513,1,High
1,0,0,0,-0.8751175425177529,1,0,0,1,0,0,0,0,0,1,0.3225513352300539,-0.6450459993523915,0,1,0,0,0,1,0,0.3133447007097704,2,0,0,0,0.7962,0.1207,1,High
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-1.4651312117949136,-0.9997357293808652,0,0,1,0,0,0,1,-1.6013483466115637,1,0,0,0,0.5072,0.1732,0,Medium
0,0,1,0,1.040652391226489,1,1,0,0,0,0,0,0,1,1,-1.3420721341392414,-0.348063112644677,0,0,1,0,1,0,0,-1.1092988218499178,2,3,0,1,0.0588,0.1834,0,Low
1,0,1,1,1.6113072651077522,1,1,1,1,1,1,1,1,2,1,1.6446049397740998,2.5463894992233564,0,1,0,0,1,0,0,1.6808419122888338,8,3,1,1,0.0026,0.2622,0,Low
1,1,1,0,-0.1006573565360382,1,1,0,0,0,0,0,0,0,0,0.4339696893237034,0.0285093347286714,0,1,0,0,0,0,1,0.547060018675275,2,2,0,0,0.609,0.1578,0,High
1,1,0,0,-0.3044626686364894,1,1,0,1,0,0,1,0,0,1,0.8197765273793242,-0.040006512119294,0,1,0,0,0,1,0,0.830013114302052,4,2,0,0,0.7588,0.135,1,High
1,0,0,0,0.8368470791260375,1,0,0,1,0,1,0,0,0,1,0.5237695568021665,0.9093990038142514,0,1,0,0,0,0,1,0.7003536331273688,3,3,0,0,0.1349,0.1884,0,Low
0,0,1,0,1.407501953007301,1,0,0,0,0,0,0,0,1,1,-1.463468251286053,-0.423284953517685,0,0,1,1,0,0,0,-1.3019826584310292,1,3,0,1,0.0613,0.1782,0,Low
0,0,1,0,-0.1414184189561284,1,0,0,0,0,0,0,0,1,0,-1.4917385799366805,-0.7706510321767045,0,0,1,0,0,1,0,-1.3518769397944517,1,2,0,0,0.0304,0.2021,0,Low
1,0,1,1,1.2036966409068497,1,1,0,0,0,0,0,0,1,0,-1.3320943710860789,-0.3576147422921881,0,0,1,1,0,0,0,-1.173636184660647,2,3,0,1,0.0051,0.2279,0,Low
1,0,0,0,-1.078922854618204,1,0,0,0,1,0,1,1,0,0,0.9860725782653676,-0.7550331250394348,0,1,0,0,0,0,1,0.7558281959590686,4,0,1,0,0.8339,0.1724,1,High
1,0,1,0,1.2036966409068497,1,1,0,0,0,0,0,0,2,1,-1.3503869366835437,-0.380401886462809,0,0,1,1,0,0,0,-1.200552836448809,2,3,0,1,0.0073,0.2333,0,Low
1,0,1,0,1.6113072651077522,1,1,1,1,1,1,1,1,2,1,1.6362901372297975,2.727120450036422,0,1,0,0,1,0,0,1.8649912007419915,8,3,1,1,0.0125,0.2422,0,Low
1,0,0,0,0.266192205244774,0,0,0,0,0,1,0,1,0,1,-0.8065988502861812,-0.3495631376239629,1,0,0,0,0,1,0,-0.7163813561129667,2,2,0,0,0.2781,0.1751,0,Low
0,0,1,0,0.6738028294456765,1,1,0,1,0,0,1,1,1,0,1.1839648788197594,1.1713298362265965,0,1,0,0,0,0,1,1.3017110242970389,5,3,1,0,0.2525,0.1918,1,Low
0,0,1,0,0.592280704605496,1,1,0,0,0,0,0,0,1,0,-1.2622500297139403,-0.4570575747424872,0,0,1,0,0,1,0,-1.0873059478278833,2,2,0,0,0.0778,0.167,0,Low
0,0,0,0,0.103147955564413,1,1,0,1,0,1,0,0,0,0,0.6800878446350476,0.2782414345888836,0,1,0,0,1,0,0,0.7174227293832768,4,2,0,1,0.6182,0.1545,1,High
1,0,0,0,-1.3234892291387457,1,0,0,0,0,0,0,0,2,0,-1.4834237773923784,-0.9999783804804556,0,0,1,0,0,0,1,-1.2780202733025436,1,0,0,0,0.0302,0.2344,0,Low
1,0,1,0,-0.3044626686364894,1,0,1,1,1,0,0,0,1,1,-0.1081554365647985,-0.2981652228925527,1,0,0,1,0,0,0,0.0911181975318956,4,2,0,1,0.075,0.1663,0,Low
1,0,1,1,0.9998913288063984,1,0,0,0,0,0,0,0,1,0,-1.5116941060430058,-0.5405516121924389,0,0,1,0,0,0,1,-1.342029384262197,1,3,0,0,0.0266,0.2097,0,Low
1,0,1,0,-0.4675069183168504,1,1,0,0,1,1,1,1,0,1,1.3718794163209884,-0.0162708227411837,0,1,0,0,0,1,0,1.414301409215814,6,1,1,0,0.8831,0.1816,1,High
1,0,0,0,0.5515196421854057,0,0,0,1,0,0,0,0,0,0,-1.149168715111431,-0.4000345663387553,1,0,0,1,0,0,0,-0.9789828369730844,1,2,0,1,0.5299,0.1698,1,Medium
1,0,1,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.2044811391009632,-0.977588301745528,0,1,0,0,0,1,0,-0.777436200412944,1,0,0,0,0.9419,0.1318,1,High
0,1,1,0,0.8368470791260375,1,1,0,0,0,0,0,0,2,0,-1.322116608032916,-0.4461382752609215,0,0,1,0,1,0,0,-1.167399399490219,2,3,0,1,0.0179,0.2337,0,Low
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,1,0,1,0.4905103466249578,-0.9737941209155696,0,1,0,0,0,1,0,-0.6362879044506308,2,0,0,0,0.9693,0.1468,1,High
1,1,0,0,-1.1196839170382944,1,0,0,0,0,0,0,0,0,1,0.2194477836807072,-0.8449684462239667,0,1,0,0,0,0,1,0.0901334419786701,1,0,0,0,0.738,0.1457,0,High
1,0,0,0,1.2036966409068497,1,1,0,0,0,0,0,0,2,0,-1.3786572653341709,-0.3781739081847521,0,0,1,1,0,0,0,-1.1979268216402077,2,3,0,1,0.0123,0.2215,0,Low
1,1,0,0,-1.2419671042985652,0,0,0,0,0,0,0,0,0,1,-1.3437350946481017,-0.9879561214552972,1,0,0,0,0,0,1,-1.423107591477759,0,0,0,0,0.674,0.1692,1,High
1,0,1,1,1.6113072651077522,1,1,0,0,0,0,0,0,2,0,-1.3337573315949391,-0.2281934694470451,0,0,1,1,0,0,0,-1.1470477847235598,2,3,0,1,0.0015,0.2611,0,Low
1,0,0,0,-0.0598962941159479,1,1,0,1,1,0,1,1,1,1,1.2837425093513857,0.3439557641961242,0,1,0,0,0,1,0,1.2029072171234192,6,2,1,0,0.4713,0.1779,1,Medium
0,1,1,0,0.9591302663863084,1,1,1,1,1,1,0,0,1,1,0.1196701531490811,0.7619994904085506,1,0,0,0,1,0,0,0.3688192635414702,6,3,0,1,0.0577,0.1926,0,Low
1,1,0,0,-0.5490290431570309,1,0,1,0,0,0,0,1,0,1,0.7466062649894649,-0.2865620884939597,0,1,0,0,0,1,0,0.7443393811714386,3,1,0,0,0.5907,0.1366,0,Medium
1,1,1,0,-0.8343564800976626,1,0,0,0,0,0,0,1,0,1,0.5187806752755855,-0.5896994894549202,0,1,0,0,0,1,0,0.4564625077785346,2,0,0,0,0.7742,0.1312,1,High
0,0,0,0,1.2852187657470302,1,1,0,1,1,1,1,1,2,1,1.518219941100707,2.109926348632935,0,1,0,0,1,0,0,1.627336860563585,7,3,1,1,0.209,0.2244,0,Low
1,0,1,0,1.570546202687662,1,1,0,1,1,0,0,1,0,1,0.9444985655438568,1.933541058421624,0,1,0,1,0,0,0,1.097866624779372,5,3,1,1,0.3505,0.1872,0,Medium
1,0,0,0,-1.201206041878475,0,0,0,0,0,0,0,0,0,0,-1.3337573315949391,-0.9793750962061478,1,0,0,0,0,1,0,-1.3932366730299202,0,0,0,0,0.7092,0.1437,1,High
0,0,0,0,-1.2827281667186554,1,0,0,0,1,0,0,0,0,0,0.3558105454072627,-0.9755809153761894,0,1,0,0,0,1,0,-0.7025947783678105,2,0,0,0,0.9465,0.1367,0,High
1,0,0,0,-0.8751175425177529,1,1,0,0,0,0,0,0,0,0,-1.3869720678784732,-0.900734080748003,0,0,1,0,1,0,0,-1.272111739983191,2,0,0,1,0.1149,0.1834,1,Low
0,0,0,0,-1.1604449794583849,1,1,0,0,0,0,0,0,0,0,-0.4706808274963733,-0.9142563647524468,1,0,0,0,0,1,0,-0.5342015787662601,2,0,0,0,0.7764,0.1177,0,High
1,1,0,0,-1.2419671042985652,1,1,0,0,0,0,1,1,0,1,0.9644540916501818,-0.9221094367028256,0,1,0,0,0,1,0,0.2099453676210988,4,0,1,0,0.9263,0.14,1,High
0,0,0,0,-1.1604449794583849,1,1,0,0,1,1,0,0,0,1,0.7399544229540231,-0.858270138319692,0,1,0,0,0,0,1,0.298901619262464,4,0,0,0,0.8208,0.1639,1,High
0,0,1,0,-1.2827281667186554,0,0,0,0,0,0,0,0,0,1,-1.3320943710860789,-0.997970994111117,1,0,0,0,0,1,0,-1.5356979763965342,0,0,0,0,0.821,0.1554,1,High
